X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8476031.33844368,5310453.06471626,2023/03/31 00:00:00+00,0000,0,100 CONIFER DR     ,,All Other,LARCENY,42.9900210000001,-76.141485,171
-8475515.37260385,5317802.85871067,2023/03/29 00:00:00+00,1910,1915,100 CROUSE DR     ,,Of Bicycle,LARCENY,43.0382970000001,-76.13685,172
-8475515.37260385,5317802.85871067,2023/10/19 00:00:00+00,1525,1925,100 CROUSE DR     ,,From Building,LARCENY,43.0382970000001,-76.13685,173
-8475515.37260385,5317802.85871067,2023/07/06 00:00:00+00,1730,745,100 CROUSE DR     ,,From Building,LARCENY,43.0382970000001,-76.13685,174
-8475515.37260385,5317802.85871067,2023/10/28 00:00:00+00,1800,1845,100 CROUSE DR   ,,From Building,LARCENY,43.0382970000001,-76.13685,175
-8475515.37260385,5317802.85871067,2023/09/29 00:00:00+00,1200,100,100 CROUSE DR     ,,Of Bicycle,LARCENY,43.0382970000001,-76.13685,176
-8475515.37260385,5317802.85871067,2023/09/19 00:00:00+00,0200,1430,100 CROUSE DR     ,,From Building,LARCENY,43.0382970000001,-76.13685,177
-8475515.37260385,5317802.85871067,2023/03/26 00:00:00+00,1400,2130,100 CROUSE DR     ,,All Other,LARCENY,43.0382970000001,-76.13685,178
-8475515.37260385,5317802.85871067,2023/01/17 00:00:00+00,1250,1300,100 CROUSE DR     ,,From Building,LARCENY,43.0382970000001,-76.13685,179
-8475515.37260385,5317802.85871067,2023/12/20 00:00:00+00,0354,355,100 CROUSE DR     ,,Motor Vehicle,MV THEFT,43.0382970000001,-76.13685,180
-8475515.37260385,5317802.85871067,2023/09/28 00:00:00+00,1330,1440,100 CROUSE DR     ,,From Building,LARCENY,43.0382970000001,-76.13685,181
-8476381.99483967,5318133.21444758,2023/11/28 00:00:00+00,1005,1005,100 DABLON CT     ,Yes,,AGGRAVATED ASSAULT,43.040466,-76.1446349999999,182
-8476381.99483967,5318133.21444758,2023/02/20 00:00:00+00,0815,815,100 DABLON CT     ,,From Motor Vehicle,LARCENY,43.040466,-76.1446349999999,183
-8476381.99483967,5318133.21444758,2023/09/23 00:00:00+00,2304,2319,100 DABLON CT   ,Yes,,AGGRAVATED ASSAULT,43.040466,-76.1446349999999,184
-8476381.99483967,5318133.21444758,2023/06/26 00:00:00+00,1050,1100,100 DABLON CT     ,,All Other,LARCENY,43.040466,-76.1446349999999,185
-8476381.99483967,5318133.21444758,2023/11/28 00:00:00+00,2336,735,100 DABLON CT     ,,All Other,LARCENY,43.040466,-76.1446349999999,186
-8476381.99483967,5318133.21444758,2023/05/14 00:00:00+00,0000,800,100 DABLON CT     ,,From Building,BURGLARY,43.040466,-76.1446349999999,187
-8478863.64024793,5317982.42822272,2023/10/22 00:00:00+00,1555,1555,100 DAVIS ST     ,,All Other,LARCENY,43.039476,-76.166928,188
-8478863.64024793,5317982.42822272,2023/08/13 00:00:00+00,0859,859,100 DAVIS ST     ,Yes,All Other,LARCENY,43.039476,-76.166928,189
-8482124.24379301,5320105.99657328,2023/12/17 00:00:00+00,0300,730,100 DRISCOLL AV   ,,Motor Vehicle,MV THEFT,43.053417,-76.1962185,190
-8474429.84058938,5316995.52391498,2023/02/12 00:00:00+00,0200,200,100 DORSET RD     ,,All Other,LARCENY,43.032996,-76.1270985,191
-8471794.9082423,5319405.39872941,2023/01/11 00:00:00+00,2100,2247,100 E  FAYETTE ST     ,,All Other,LARCENY,43.048818,-76.1034284999999,192
-8470599.16982063,5318408.7482888,2023/01/01 00:00:00+00,0219,219,100 E  GENESEE ST     ,,All Other,LARCENY,43.0422750000001,-76.092686999,193
-8477092.82544813,5318776.13938196,2023/11/27 00:00:00+00,0600,630,100 E  ONONDAGA ST     ,,From Building,LARCENY,43.0446870000001,-76.1510205,194
-8477092.82544813,5318776.13938196,2023/07/03 00:00:00+00,2036,2036,100 E  ONONDAGA ST     ,,All Other,LARCENY,43.0446870000001,-76.1510205,195
-8477092.82544813,5318776.13938196,2023/07/07 00:00:00+00,0900,900,100 E  ONONDAGA ST     ,,From Building,LARCENY,43.0446870000001,-76.1510205,196
-8477092.82544813,5318776.13938196,2023/01/07 00:00:00+00,1120,1120,100 E  ONONDAGA ST     ,,From Building,LARCENY,43.0446870000001,-76.1510205,197
-8471794.9082423,5319405.39872941,2023/08/23 00:00:00+00,0517,517,100 E FAYETTE ST     ,Yes,,ROBBERY,43.048818,-76.1034284999999,198
-8471794.9082423,5319405.39872941,2023/07/29 00:00:00+00,1248,1248,100 E FAYETTE ST     ,,Shoplifting,LARCENY,43.048818,-76.1034284999999,199
-8471794.9082423,5319405.39872941,2023/10/29 00:00:00+00,1530,1535,100 E FAYETTE ST     ,,,AGGRAVATED ASSAULT,43.048818,-76.1034284999999,200
-8470599.16982063,5318408.7482888,2023/07/19 00:00:00+00,0230,230,100 E GENESEE ST     ,,From Building,LARCENY,43.0422750000001,-76.092686999,201
-8479620.05618786,5322321.931704,2023/08/04 00:00:00+00,1915,1930,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,202
-8479620.05618786,5322321.931704,2023/11/25 00:00:00+00,1930,1930,1 DESTINY USA DR,,Shoplifting,BURGLARY,43.067961,-76.1737229999999,203
-8479620.05618786,5322321.931704,2023/11/10 00:00:00+00,1545,1640,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,204
-8479620.05618786,5322321.931704,2023/11/22 00:00:00+00,1820,1830,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,205
-8479620.05618786,5322321.931704,2023/08/06 00:00:00+00,1223,1223,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,206
-8479620.05618786,5322321.931704,2023/05/10 00:00:00+00,1357,1357,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,207
-8479620.05618786,5322321.931704,2023/05/07 00:00:00+00,1345,1700,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,208
-8479620.05618786,5322321.931704,2023/11/28 00:00:00+00,1427,1427,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,209
-8479620.05618786,5322321.931704,2023/05/08 00:00:00+00,1415,1415,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,210
-8479620.05618786,5322321.931704,2023/11/07 00:00:00+00,1555,1555,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,211
-8479620.05618786,5322321.931704,2023/11/07 00:00:00+00,1700,1700,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,212
-8479620.05618786,5322321.931704,2023/05/09 00:00:00+00,1258,1258,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,213
-8479620.05618786,5322321.931704,2023/08/10 00:00:00+00,1827,1827,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,214
-8479620.05618786,5322321.931704,2023/05/10 00:00:00+00,1122,1122,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,215
-8473304.23355822,5322299.98917544,2023/10/13 00:00:00+00,2046,2046,0 JAMES ST & CLIFTON PL        ,,All Other,LARCENY,43.067817,-76.1169869999999,216
,,2023/04/11 00:00:00+00,1802,1802,0 KIRK PARK DR & W BRIGHTON AV        ,Yes,,AGGRAVATED ASSAULT,,,217
-8477173.26246315,5312024.94836314,2023/07/17 00:00:00+00,2000,800,0 MACDOUGALL PL     ,,From Motor Vehicle,LARCENY,43.0003488680001,-76.151743078,218
-8477173.26246315,5312024.94836314,2023/07/26 00:00:00+00,2000,1254,0 MACDOUGALL PL     ,,From Motor Vehicle,LARCENY,43.0003488680001,-76.151743078,219
-8476849.87065948,5318895.40750673,2023/10/16 00:00:00+00,0305,305,0 MADISON ST & MONTGOMERY ST        ,,All Other,LARCENY,43.0454700000001,-76.148838,220
-8475001.41051486,5318304.56538372,2023/09/28 00:00:00+00,2159,2204,0 MARSHALL ST & WALNUT AV        ,,All Other,LARCENY,43.041591,-76.132233,221
-8477793.88777127,5312855.77333063,2023/12/20 00:00:00+00,1219,1219,0 MAXWELL CT     ,,From Building,BURGLARY,43.0058070000001,-76.1573182499999,222
-8477793.88777127,5312855.77333063,2023/04/09 00:00:00+00,0428,428,0 MAXWELL CT     ,Yes,,AGGRAVATED ASSAULT,43.0058070000001,-76.1573182499999,223
-8477793.88777127,5312855.77333063,2023/12/19 00:00:00+00,1202,1508,0 MAXWELL CT     ,,From Building,BURGLARY,43.0058070000001,-76.1573182499999,224
-8477793.88777127,5312855.77333063,2023/12/03 00:00:00+00,0500,515,0 MAXWELL CT     ,,All Other,LARCENY,43.0058070000001,-76.1573182499999,225
-8476756.19530798,5314098.46518649,2023/11/06 00:00:00+00,1501,1530,0 MIDLAND AV & W OSTRANDER AV        ,,Motor Vehicle,MV THEFT,43.01397,-76.1479965,226
-8476756.19530798,5314098.46518649,2023/01/27 00:00:00+00,1500,1500,0 MIDLAND AV & W OSTRANDER AV    ,,,AGGRAVATED ASSAULT,43.01397,-76.1479965,227
-8475532.6841205,5315674.15582172,2023/10/27 00:00:00+00,2159,2159,0 MOORE AV   ,Yes,From Building,BURGLARY,43.024318844,-76.137005512,228
-8470359.72170725,5319771.45797693,2023/05/01 00:00:00+00,1540,1540,0 MOUNTAINVIEW AV & SMITH ST    ,,,AGGRAVATED ASSAULT,43.0512210000001,-76.090536,229
-8477205.53643256,5320761.3978896,2023/03/30 00:00:00+00,0852,852,0 N SALINA ST & BUTTERNUT ST        ,Yes,Motor Vehicle,MV THEFT,43.0577190000001,-76.152033,230
-8477575.72939919,5321294.80235441,2023/01/19 00:00:00+00,1500,1500,0 N STATE ST & CATAWBA ST        ,,Motor Vehicle,MV THEFT,43.06122,-76.1553585,231
-8476868.9062924,5320710.66434673,2023/06/10 00:00:00+00,1753,1753,0 N TOWNSEND ST & E LAUREL ST    ,,All Other,LARCENY,43.0573860000001,-76.149009,232
-8472933.57583271,5322810.14679308,2023/06/19 00:00:00+00,0742,742,0 NORTH        ,,,AGGRAVATED ASSAULT,43.0711648720001,-76.113657325,233
-8476467.65518784,5317394.38519107,2023/11/25 00:00:00+00,0015,15,0 OAKWOOD AV & TRUTH TER    ,,Motor Vehicle,MV THEFT,43.0356150000001,-76.1454045,234
,,2023/12/09 00:00:00+00,1830,0,0 PRESIDENTIAL CT     ,,From Building,BURGLARY,,,235
,,2023/12/01 00:00:00+00,2156,2156,0 PRESIDENTIAL CT     ,,,BURGLARY,,,236
,,2023/11/29 00:00:00+00,0030,1230,0 PRESIDENTIAL PLZ    ,,Motor Vehicle,MV THEFT,,,237
,,2023/11/12 00:00:00+00,1800,1630,0 PRESIDENTIAL PLZ    ,,Motor Vehicle,MV THEFT,,,238
,,2023/06/17 00:00:00+00,1630,1730,0 PRESIDENTIAL PLZ    ,,From Building,LARCENY,,,239
,,2023/10/04 00:00:00+00,1700,1900,0 PRESIDENTIAL PLZ    ,,All Other,LARCENY,,,240
,,2023/10/28 00:00:00+00,1900,926,0 PRESIDENTIAL PLZ   ,,Motor Vehicle,MV THEFT,,,241
,,2023/10/28 00:00:00+00,1900,906,0 PRESIDENTIAL PLZ    ,,Motor Vehicle,MV THEFT,,,242
,,2023/12/04 00:00:00+00,1410,1410,0 PRESIDENTIAL PLZ    ,,Motor Vehicle,MV THEFT,,,243
,,2023/02/04 00:00:00+00,1035,1035,0 PRESIDENTIAL PLZ    ,,From Building,LARCENY,,,244
,,2023/03/27 00:00:00+00,0037,400,0 PRESIDENTIAL PLZ    ,,From Building,BURGLARY,,,245
,,2023/04/14 00:00:00+00,2100,1200,0 PRESIDENTIAL PLZ    ,,All Other,LARCENY,,,246
,,2023/11/29 00:00:00+00,2000,800,0 PRESIDENTIAL PLZ   ,,Motor Vehicle,MV THEFT,,,247
,,2023/04/15 00:00:00+00,1830,2012,0 PRESIDENTIAL PLZ    ,,All Other,LARCENY,,,248
,,2023/10/04 00:00:00+00,1720,1800,0 PRESIDENTIAL PLZ    ,,All Other,LARCENY,,,249
,,2023/10/27 00:00:00+00,0519,519,0 PRESIDENTIAL PLZ    ,,From Building,BURGLARY,,,250
,,2023/04/30 00:00:00+00,2000,2224,0 PRESIDENTIAL PLZ   ,,Of MV Parts/Accessories,MV THEFT,,,251
,,2023/06/01 00:00:00+00,0348,348,0 PRESIDENTIAL PLZ    ,,,LARCENY,,,252
,,2023/10/11 00:00:00+00,1400,2000,0 PRESIDENTIAL PLZ    ,,From Building,BURGLARY,,,253
,,2023/04/30 00:00:00+00,2045,2330,0 PRESIDENTIAL PLZ    ,,Motor Vehicle,MV THEFT,,,254
,,2023/12/23 00:00:00+00,1257,1257,0         ,,,ROBBERY,,,255
,,2023/10/28 00:00:00+00,1530,1100,0 PRESIDENTIAL PLZ    ,,Motor Vehicle,MV THEFT,,,256
,,2023/10/28 00:00:00+00,1000,1020,0 PRESIDENTIAL PLZ    ,,From Motor Vehicle,LARCENY,,,257
,,2023/10/26 00:00:00+00,1300,1500,0 PRESIDENTIAL PLZ    ,,All Other,LARCENY,,,258
,,2023/12/19 00:00:00+00,2342,2342,0         ,,Motor Vehicle,MV THEFT,,,259
,,2023/10/03 00:00:00+00,1700,830,0 PRESIDENTIAL PLZ    ,,From Building,BURGLARY,,,260
,,2023/06/29 00:00:00+00,0400,904,0 PRESIDENTIAL PLZ    ,,Of MV Parts/Accessories,LARCENY,,,261
,,2023/10/10 00:00:00+00,2200,755,0 PRESIDENTIAL PLZ    ,,From Motor Vehicle,LARCENY,,,262
,,2023/01/16 00:00:00+00,1435,1435,0 PRESIDENTIAL PLZ    ,Yes,,AGGRAVATED ASSAULT,,,263
,,2023/12/14 00:00:00+00,0300,1142,0 PRESIDENTIAL PLZ    ,,All Other,LARCENY,,,264
,,2023/11/17 00:00:00+00,0000,800,0 PRESIDENTIAL PLZ    ,,From Motor Vehicle,LARCENY,,,265
-8474658.21786808,5320843.86958413,2023/10/14 00:00:00+00,1030,1130,0 ROBINCROFT RD     ,,From Motor Vehicle,LARCENY,43.058260316,-76.129150048,266
-8477375.94408643,5318744.7574952,2023/03/11 00:00:00+00,1600,1700,0 S  CLINTON SQ     ,,All Other,LARCENY,43.0444809750001,-76.1535637979999,267
-8479592.0037875,5317647.9656438,2023/08/13 00:00:00+00,0900,2259,0 PUTNAM ST & S GEDDES ST    ,,Motor Vehicle,MV THEFT,43.0372800000001,-76.1734710009999,268
-8479620.05618786,5322321.931704,2023/05/14 00:00:00+00,1330,1357,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,269
-8477375.85525347,5319387.57598611,2023/09/16 00:00:00+00,2002,2002,0 S CLINTON ST & W FAYETTE ST        ,,All Other,LARCENY,43.0487010000001,-76.153563,270
-8475492.83029564,5318469.06523842,2023/06/10 00:00:00+00,1847,1847,0 S CROUSE AV & E ADAMS ST    ,,Motor Vehicle,MV THEFT,43.042671,-76.1366474989999,271
-8477373.85150264,5319670.00191741,2023/07/29 00:00:00+00,1100,1100,0 S CLINTON ST & W WATER ST        ,,From Motor Vehicle,LARCENY,43.050555,-76.153545,272
-8479620.05618786,5322321.931704,2023/07/14 00:00:00+00,1318,1318,1 DESTINY USA DR,,,ROBBERY,43.067961,-76.1737229999999,273
-8479738.7784248,5317142.18226797,2023/09/26 00:00:00+00,0015,15,0 S GEDDES ST & ONONDAGA BLVD    ,,Motor Vehicle,MV THEFT,43.033959,-76.1747895,274
-8479620.05618786,5322321.931704,2023/08/12 00:00:00+00,1505,1547,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,275
-8478039.59760601,5322945.94393786,2023/05/09 00:00:00+00,1000,1511,0 BEAR ST & SPRING ST    ,,All Other,LARCENY,43.072056,-76.159525499,276
-8477225.07289188,5319526.04588571,2023/08/10 00:00:00+00,0600,708,0 S SALINA ST & E WASHINGTON ST        ,,Purse Snatch,LARCENY,43.04961,-76.152208499,277
-8479620.05618786,5322321.931704,2023/11/08 00:00:00+00,1920,1920,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,278
-8476492.70207327,5317967.34973405,2023/05/22 00:00:00+00,2205,2205,0 S TOWNSEND ST & E TAYLOR ST    ,Yes,,ROBBERY,43.0393770000001,-76.1456295,279
-8477072.78782847,5318898.1493206,2023/06/10 00:00:00+00,2100,2300,0 S WARREN ST & MADISON ST        ,Yes,From Motor Vehicle,LARCENY,43.045488,-76.150840499,280
-8479620.05618786,5322321.931704,2023/08/11 00:00:00+00,0855,910,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,281
-8477064.77293645,5319664.51783748,2023/03/26 00:00:00+00,0525,530,0 S WARREN ST & E WATER ST        ,Yes,Motor Vehicle,MV THEFT,43.0505190000001,-76.1507685,282
-8478355.93988029,5318924.19659251,2023/11/24 00:00:00+00,0841,843,0 SCHOENECK CT     ,,From Motor Vehicle,LARCENY,43.0456590000001,-76.16236725,283
-8479620.05618786,5322321.931704,2023/08/27 00:00:00+00,1140,1150,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,284
-8478355.93988029,5318924.19659251,2023/02/02 00:00:00+00,1458,1458,0 SCHOENECK CT     ,,All Other,LARCENY,43.0456590000001,-76.16236725,285
-8474606.15051396,5321709.82321784,2023/02/15 00:00:00+00,1826,1826,0 BRATTLE RD     ,,From Building,BURGLARY,43.063943851,-76.1286823189999,286
-8476078.42658828,5322834.85299528,2023/06/14 00:00:00+00,0028,28,0 SCHILLER AV & HIGHLAND ST        ,,From Motor Vehicle,LARCENY,43.0713270000001,-76.1419079999999,287
-8474606.15051396,5321709.82321784,2023/12/20 00:00:00+00,0128,1203,0 BRATTLE RD     ,,All Other,LARCENY,43.063943851,-76.1286823189999,288
-8478355.93988029,5318924.19659251,2023/07/01 00:00:00+00,2231,2231,0 SCHOENECK CT     ,,,AGGRAVATED ASSAULT,43.0456590000001,-76.16236725,289
-8473139.45432913,5321830.3456338,2023/09/03 00:00:00+00,0100,800,0 SHOTWELL PARK   ,,From Mailbox,LARCENY,43.0647348370001,-76.115506763,290
-8478260.40471406,5318952.18469559,2023/08/21 00:00:00+00,1430,1500,0 STONE CT     ,,All Other,LARCENY,43.0458427410001,-76.161509043,291
-8478260.40471406,5318952.18469559,2023/05/13 00:00:00+00,2010,2010,0 STONE CT     ,Yes,,AGGRAVATED ASSAULT,43.0458427410001,-76.161509043,292
-8478260.40471406,5318952.18469559,2023/03/25 00:00:00+00,0220,220,0 STONE CT     ,,,AGGRAVATED ASSAULT,43.0458427410001,-76.161509043,293
-8478260.40471406,5318952.18469559,2023/08/26 00:00:00+00,0500,1300,0 STONE CT     ,,Motor Vehicle,MV THEFT,43.0458427410001,-76.161509043,294
-8479637.58911899,5316403.43134788,2023/05/30 00:00:00+00,1200,830,0 STINARD AV & GORDON AV    ,,Motor Vehicle,MV THEFT,43.0291080000001,-76.173880501,295
-8473153.95224565,5322387.75959899,2023/10/09 00:00:00+00,0657,657,0 SHOTWELL PARK & JAMES ST    ,,Motor Vehicle,MV THEFT,43.0683930000001,-76.1156369999999,296
,,2023/06/04 00:00:00+00,1410,1410,0 UNKNOWN    ,,Unknown,LARCENY,,,297
,,2023/06/25 00:00:00+00,0100,740,0 UNKNOWN    ,,From Motor Vehicle,LARCENY,,,298
-8478260.40471406,5318952.18469559,2023/08/26 00:00:00+00,0140,140,0 STONE CT     ,,,AGGRAVATED ASSAULT,43.0458427410001,-76.161509043,299
,,2023/01/18 00:00:00+00,1040,1400,0 UNKNOWN    ,,All Other,LARCENY,,,300
-8479620.05618786,5322321.931704,2023/02/24 00:00:00+00,1400,852,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,301
-8479620.05618786,5322321.931704,2023/12/12 00:00:00+00,1406,1406,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,302
-8479620.05618786,5322321.931704,2023/01/26 00:00:00+00,1445,1445,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,303
-8479620.05618786,5322321.931704,2023/02/20 00:00:00+00,1835,1835,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,304
-8479620.05618786,5322321.931704,2023/12/12 00:00:00+00,1831,1831,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,305
-8479620.05618786,5322321.931704,2023/01/26 00:00:00+00,1700,1700,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,306
-8479620.05618786,5322321.931704,2023/12/19 00:00:00+00,1651,1710,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,307
-8479620.05618786,5322321.931704,2023/12/19 00:00:00+00,0955,1003,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,308
-8479620.05618786,5322321.931704,2023/09/22 00:00:00+00,1843,1843,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,309
-8479620.05618786,5322321.931704,2023/01/27 00:00:00+00,1721,1721,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,310
-8479620.05618786,5322321.931704,2023/02/17 00:00:00+00,1610,1610,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,311
-8479620.05618786,5322321.931704,2023/02/17 00:00:00+00,1518,1518,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,312
-8479620.05618786,5322321.931704,2023/09/17 00:00:00+00,1750,1750,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,313
-8479620.05618786,5322321.931704,2023/10/09 00:00:00+00,1755,1755,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,314
-8479620.05618786,5322321.931704,2023/10/31 00:00:00+00,1719,1719,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,315
-8479620.05618786,5322321.931704,2023/02/04 00:00:00+00,1750,1753,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,316
-8479620.05618786,5322321.931704,2023/10/31 00:00:00+00,1800,1945,1 DESTINY USA DR,,From Building,LARCENY,43.067961,-76.1737229999999,317
-8479620.05618786,5322321.931704,2023/03/02 00:00:00+00,1532,1532,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,318
-8479620.05618786,5322321.931704,2023/09/18 00:00:00+00,1608,1608,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,319
-8479620.05618786,5322321.931704,2023/10/12 00:00:00+00,1329,1329,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,320
-8479620.05618786,5322321.931704,2023/03/01 00:00:00+00,1842,1842,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,321
-8479620.05618786,5322321.931704,2023/09/19 00:00:00+00,1234,1234,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,322
-8479620.05618786,5322321.931704,2023/03/01 00:00:00+00,1539,1539,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,323
-8479620.05618786,5322321.931704,2023/03/01 00:00:00+00,1538,1538,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,324
-8479620.05618786,5322321.931704,2023/03/01 00:00:00+00,1521,1521,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,325
-8479620.05618786,5322321.931704,2023/12/10 00:00:00+00,1610,1610,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,326
-8479620.05618786,5322321.931704,2023/01/20 00:00:00+00,1652,1652,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,327
-8479620.05618786,5322321.931704,2023/01/23 00:00:00+00,1802,1802,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,328
-8479620.05618786,5322321.931704,2023/09/19 00:00:00+00,1815,1815,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,329
-8479620.05618786,5322321.931704,2023/09/21 00:00:00+00,1610,1610,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,330
-8479620.05618786,5322321.931704,2023/01/20 00:00:00+00,1653,1653,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,331
-8479620.05618786,5322321.931704,2023/02/28 00:00:00+00,1116,1116,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,332
